"tstamp","name","laps","position","speed"
2018-10-23 23:32:05,"VTK",159,0.534513281689149,6.23500158890198
2018-10-23 23:32:05,"Viva Ekonomika",153,0.521312302473942,6.35225112723607
2018-10-23 23:32:05,"LBK",152,0.0098943720856057,5.93892963180296
2018-10-23 23:32:05,"Medica",150,0.17114500635662,5.65106612000124
2018-10-23 23:32:05,"Industria",145,0.829480762978749,6.13911787220363
2018-10-23 23:32:05,"Wina",137,0.493843947494652,5.44773813167698
2018-10-23 23:32:05,"Atmosphere",137,0.246477584332812,6.23825220814813
2018-10-23 23:32:05,"Lerkeveld",134,0.683808704360499,5.11714853409754
2018-10-23 23:32:05,"VRG Crimen",133,0.710920416451705,6.14498715170465
2018-10-23 23:32:05,"Tripel Hop",130,0.550251547333458,5.31023249475991
2018-10-23 23:32:05,"UCLL OKeR",128,0.182831874198597,5.42449678605123
2018-10-23 23:32:05,"Pedal",126,0.0807976050053381,4.83340301751064
2018-10-23 23:32:05,"Runner's High",121,0.706388523665277,4.77905644478269
2018-10-23 23:32:05,"Psychokring",120,0.141880698604799,5.00161268953874
2018-10-23 23:32:05,"Farmaceutica",115,0.0396271779011124,4.96786675245202
2018-10-23 23:32:05,"Politika",114,0.849987493278961,4.6393443096629
2018-10-23 23:32:05,"Run for Specials",69,0.767813907079169,3.14185504828647
2018-10-23 23:32:35,"Apolloon",160,0.987360297513965,6.63325435283216
2018-10-23 23:32:35,"VTK",159,0.896155480644666,6.23500158890198
2018-10-23 23:32:35,"Viva Ekonomika",153,0.891837469409592,6.36602061298583
2018-10-23 23:32:35,"LBK",152,0.358068411927659,5.96691504383361
2018-10-23 23:32:35,"Medica",150,0.500127950717168,5.65838477745089
2018-10-23 23:32:35,"Industria",146,0.212633112160406,6.26536518838592
2018-10-23 23:32:35,"Wina",137,0.853231020979434,5.7289095719157
2018-10-23 23:32:35,"Atmosphere",137,0.564866151158875,5.99039485787011
2018-10-23 23:32:35,"Lerkeveld",134,0.980613255548902,5.11714853409754
2018-10-23 23:32:35,"VRG Crimen",134,0.0908546649631105,6.26541945045553
2018-10-23 23:32:35,"Tripel Hop",130,0.858255343160591,5.31023249475991
2018-10-23 23:32:35,"UCLL OKeR",128,0.506809720577594,5.47939217619136
2018-10-23 23:32:35,"Pedal",126,0.361144365269533,4.83340301751064
2018-10-23 23:32:35,"Runner's High",122,0.0412509330145853,5.03775918959247
2018-10-23 23:32:35,"Psychokring",120,0.426605567844033,4.9708934131848
2018-10-23 23:32:35,"Farmaceutica",115,0.370795874709423,5.27018469832129
2018-10-23 23:32:35,"Politika",115,0.267890803573792,5.26217727669932
2018-10-23 23:32:35,"Run for Specials",69,0.950047600569198,3.14185504828647
2018-10-23 23:33:06,"Apolloon",161,0.342277219397421,6.44572325556229
2018-10-23 23:33:06,"VTK",160,0.286472424511243,6.33924713716711
2018-10-23 23:33:06,"Viva Ekonomika",154,0.292080040732473,6.48032272651717
2018-10-23 23:33:06,"LBK",152,0.665852010669363,5.65759625914045
2018-10-23 23:33:06,"Medica",150,0.809771525763232,5.5164615593298
2018-10-23 23:33:06,"Industria",146,0.579532507651445,6.24913197668994
2018-10-23 23:33:06,"Wina",138,0.208990911720599,5.80906301468634
2018-10-23 23:33:06,"Atmosphere",137,0.85374003350456,5.62899050606216
2018-10-23 23:33:06,"Lerkeveld",135,0.253718230926375,5.02035920110205
2018-10-23 23:33:06,"VRG Crimen",134,0.39122157473893,5.83200532350163
2018-10-23 23:33:06,"Tripel Hop",131,0.122152860113445,5.12619971955869
2018-10-23 23:33:06,"UCLL OKeR",128,0.806265073608739,5.34338729979425
2018-10-23 23:33:06,"Pedal",126,0.570169051017228,4.64301476678439
2018-10-23 23:33:06,"Runner's High",122,0.356974729462616,5.16750430191592
2018-10-23 23:33:06,"Psychokring",120,0.662546174575261,4.6451017192549
2018-10-23 23:33:06,"Farmaceutica",115,0.7514891374498,5.81815331567272
2018-10-23 23:33:06,"Politika",115,0.642948466949084,5.7527893878809
2018-10-23 23:33:06,"Run for Specials",70,0.134322722517373,3.1403759804089
2018-10-23 23:33:35,"Apolloon",161,0.695662704640294,6.29898576970658
2018-10-23 23:33:35,"VTK",160,0.596888460654268,5.92277097567607
2018-10-23 23:33:35,"Viva Ekonomika",154,0.685501368617578,6.65812327969735
2018-10-23 23:33:35,"LBK",153,0.0137374527215876,5.76592351395079
2018-10-23 23:33:35,"Medica",151,0.184845733941931,5.7736264543968
2018-10-23 23:33:35,"Industria",146,0.939992147456399,6.24913197668994
2018-10-23 23:33:35,"Wina",138,0.538170071814169,5.77437841080318
2018-10-23 23:33:35,"Atmosphere",138,0.189933921848014,5.67773216576079
2018-10-23 23:33:35,"Lerkeveld",135,0.540791469643803,4.96828168067806
2018-10-23 23:33:35,"VRG Crimen",134,0.693850518835016,5.59783908077464
2018-10-23 23:33:35,"Tripel Hop",131,0.407074448405741,5.06267217799478
2018-10-23 23:33:35,"UCLL OKeR",129,0.148600726531652,5.49109379090197
2018-10-23 23:33:35,"Pedal",126,0.837985355215475,4.64301476678439
2018-10-23 23:33:35,"Runner's High",122,0.619890438579542,4.93294412626426
2018-10-23 23:33:35,"Psychokring",120,0.930482857433874,4.6451017192549
2018-10-23 23:33:35,"Farmaceutica",116,0.16880837461975,6.23288736228644
2018-10-23 23:33:35,"Politika",115,0.974778295213918,5.7527893878809
2018-10-23 23:33:35,"Run for Specials",70,0.309596032017513,3.11615725710211
2018-10-23 23:34:06,"Apolloon",162,0.0878584501602828,6.41075401424563
2018-10-23 23:34:06,"VTK",161,0.000557294712466103,6.23927775913137
2018-10-23 23:34:06,"Viva Ekonomika",155,0.0679607601583646,6.60747432160804
2018-10-23 23:34:06,"LBK",153,0.385784877297648,6.01720788730393
2018-10-23 23:34:06,"Medica",151,0.528178619892347,5.79409199565765
2018-10-23 23:34:06,"Industria",147,0.307476735726006,6.23638453987522
2018-10-23 23:34:06,"Wina",138,0.850350733342064,5.61036560969537
2018-10-23 23:34:06,"Atmosphere",138,0.527280128185493,5.69584189388608
2018-10-23 23:34:06,"Lerkeveld",135,0.833312318423454,4.96828168067806
2018-10-23 23:34:06,"VRG Crimen",135,0.0362401942400269,5.65909643226619
2018-10-23 23:34:06,"Tripel Hop",131,0.729865972753996,5.22943216879932
2018-10-23 23:34:06,"UCLL OKeR",129,0.464007685321979,5.44388434345976
2018-10-23 23:34:06,"Pedal",127,0.0891375806114307,4.56411354293963
2018-10-23 23:34:06,"Runner's High",122,0.910330694495241,4.93294412626426
2018-10-23 23:34:06,"Psychokring",121,0.10584118720619,4.3422457907423
2018-10-23 23:34:06,"Farmaceutica",116,0.554173609383108,6.35320048950358
2018-10-23 23:34:06,"Politika",116,0.259191795551647,5.55072250121001
2018-10-23 23:34:06,"Run for Specials",70,0.493068110366737,3.11615725710211
2018-10-23 23:34:35,"Apolloon",162,0.45615794111954,6.40432425916766
2018-10-23 23:34:35,"VTK",161,0.360957801744006,6.24774027818333
2018-10-23 23:34:35,"Viva Ekonomika",155,0.422242505476107,6.4187734627648
2018-10-23 23:34:35,"LBK",153,0.716818144439076,5.90390271403373
2018-10-23 23:34:35,"Medica",151,0.853666023647607,5.74372042208057
2018-10-23 23:34:35,"Industria",147,0.666538462915423,6.23559630996005
2018-10-23 23:34:35,"Wina",139,0.134394429333632,5.45285835553618
2018-10-23 23:34:35,"Atmosphere",138,0.810223385819495,5.43265909409402
2018-10-23 23:34:35,"Lerkeveld",136,0.125580446434692,4.99219837235555
2018-10-23 23:34:35,"VRG Crimen",135,0.356799644775581,5.62155513981087
2018-10-23 23:34:35,"Tripel Hop",132,0.0458596041837753,5.29544756830589
2018-10-23 23:34:35,"UCLL OKeR",129,0.765324095217915,5.36699441583974
2018-10-23 23:34:35,"Pedal",127,0.314630236971848,4.36193259894956
2018-10-23 23:34:35,"Runner's High",123,0.100615562627192,4.62239203862659
2018-10-23 23:34:35,"Psychokring",121,0.359069209914543,4.35963084968659
2018-10-23 23:34:35,"Farmaceutica",116,0.862928718007116,6.00759919761924
2018-10-23 23:34:35,"Politika",116,0.596659055724236,5.66504276903857
2018-10-23 23:34:35,"Run for Specials",70,0.6601242701818,3.06535172668462
2018-10-23 23:35:05,"Apolloon",162,0.840367764576151,6.50061379955992
2018-10-23 23:35:05,"VTK",161,0.722152720336954,6.2429073615623
2018-10-23 23:35:05,"Viva Ekonomika",155,0.796786607077884,6.43979172313413
2018-10-23 23:35:05,"LBK",154,0.0283883577724182,5.76271354071555
2018-10-23 23:35:05,"Medica",152,0.224192571288952,5.9106774963556
2018-10-23 23:35:05,"Industria",148,0.0465985178343959,6.33700466984787
2018-10-23 23:35:05,"Wina",139,0.460975093368721,5.5202534633292
2018-10-23 23:35:05,"Atmosphere",139,0.206120389814389,5.80446198350888
2018-10-23 23:35:05,"Lerkeveld",136,0.46475036218408,5.30781420571503
2018-10-23 23:35:05,"VRG Crimen",135,0.695193679146819,5.71913926848602
2018-10-23 23:35:05,"Tripel Hop",132,0.324350228654188,5.11569131098967
2018-10-23 23:35:05,"UCLL OKeR",130,0.137726546802394,5.65217719365949
2018-10-23 23:35:05,"Pedal",127,0.603807513427853,4.63174515911187
2018-10-23 23:35:05,"Runner's High",123,0.351336411010384,4.52776989175289
2018-10-23 23:35:05,"Psychokring",121,0.582937310624512,4.1874630412928
2018-10-23 23:35:05,"Farmaceutica",117,0.000480076901740696,5.26041711481827
2018-10-23 23:35:05,"Politika",116,0.924725532508326,5.66504276903857
2018-10-23 23:35:05,"Run for Specials",70,0.837640871922853,3.06535172668462
2018-10-23 23:35:35,"Apolloon",163,0.239528698601532,6.58748690482692
2018-10-23 23:35:35,"VTK",162,0.0906743528503822,6.25633597507326
2018-10-23 23:35:35,"Viva Ekonomika",156,0.23552701944313,6.7525700057458
2018-10-23 23:35:35,"LBK",154,0.420584101502325,6.19024186947647
2018-10-23 23:35:35,"Medica",152,0.582407456076011,5.93947127390947
2018-10-23 23:35:35,"Industria",148,0.424133767905081,6.38329202155941
2018-10-23 23:35:35,"Wina",139,0.789546352921321,5.55319909516394
2018-10-23 23:35:35,"Atmosphere",139,0.518944712101685,5.64819492930481
2018-10-23 23:35:35,"Lerkeveld",136,0.790402841178151,5.40090234373841
2018-10-23 23:35:35,"VRG Crimen",136,0.0161895600783807,5.65262606126514
2018-10-23 23:35:35,"Tripel Hop",132,0.631345468035161,5.16937278743379
2018-10-23 23:35:35,"UCLL OKeR",130,0.48031673992295,5.7242119501628
2018-10-23 23:35:35,"Pedal",127,0.875227779751809,4.63174515911187
